"","Stage","Date","Distance","Origin","Destination","Type","Winner","Spe_Winner","Winner_Country","lon_Origin","lat_Origin","lon_Destination","lat_Destination"
"794","7","1981-07-02",227,"Pau","Bordeaux","Plain stage","Urs Freuler","","SUI","-0.3685668","43.2957547","-0.5800364","44.841225"
"795","8","1981-07-03",182,"Rochefort","Nantes","Plain stage","Ad Wijnands","","NED","-0.9687519","45.9438412","-1.5541362","47.2186371"
"796","9","1981-07-05",197,"Nantes","Le Mans","Plain stage","René Martens","","BEL","-1.5541362","47.2186371","0.1967849","48.0073849"
"797","10","1981-07-06",264,"Le Mans","Aulnay-sous-Bois","Plain stage","Ad Wijnands","","NED","0.1967849","48.0073849","2.499789","48.934231"
"798","11","1981-07-07",246,"Compiègne","Roubaix","Plain stage","Daniel Willems","","BEL","2.8263171","49.4179497","3.1741734","50.6915893"
"799","12a","1981-07-08",107,"Roubaix","Brussels","Plain stage","Freddy Maertens","","BEL","3.1741734","50.6915893","4.351697","50.8465573"
"800","12b","1981-07-08",138,"Brussels","Circuit Zolder","Plain stage","Eddy Planckaert","","BEL","4.351697","50.8465573","5.257665697426884","50.990236949999996"
"801","13","1981-07-09",157,"Beringen","Hasselt","Plain stage","Freddy Maertens","","BEL","5.22080908230083","51.0502026","5.3378043","50.9303735"
"802","14","1981-07-10",38,"Mulhouse","Mulhouse","Individual time trial","Bernard Hinault","","FRA","7.3389937","47.7467233","7.3389937","47.7467233"
"803","15","1981-07-11",231,"Besançon","Thonon-les-Bains","Hilly stage","Sean Kelly","","IRE","6.0243622","47.2380222","6.4779448","46.3731303"
"804","16","1981-07-12",200,"Thonon-les-Bains","Morzine","Stage with mountain(s)","Robert Alban","","FRA","6.4779448","46.3731303","6.7091057","46.1799561"
"805","17","1981-07-14",230,"Morzine","Alpe d'Huez","Stage with mountain(s)","Peter Winnen","","NED","6.7091057","46.1799561","6.0699443","45.092401"
"806","18","1981-07-15",134,"Le Bourg-d'Oisans","Le Pleynet","Stage with mountain(s)","Bernard Hinault","","FRA","6.0306625","45.054713","6.0555898","45.2723252"
"807","19","1981-07-16",118,"Veurey","Saint-Priest","Plain stage","Daniel Willems","","BEL","5.61271","45.2722019","4.54685","44.7177"
"808","20","1981-07-17",46,"Saint-Priest","Saint-Priest","Individual time trial","Bernard Hinault","","FRA","4.54685","44.7177","4.54685","44.7177"
"809","21","1981-07-18",207,"Auxerre","Fontenay-sous-Bois","Plain stage","Johan van der Velde","","NED","3.570579","47.7961287","2.4749347","48.8490721"
"810","22","1981-07-19",187,"Fontenay-sous-Bois","Paris","Plain stage","Freddy Maertens","","BEL","2.4749347","48.8490721","2.32004102172008","48.8588897"
"811","P","1980-06-26",8,"Frankfurt","Frankfurt","Individual time trial","Bernard Hinault","","FRA","8.6820917","50.1106444","8.6820917","50.1106444"
"812","1a","1980-06-27",133,"Frankfurt","Wiesbaden","Plain stage","Jan Raas","","NED","8.6820917","50.1106444","8.2416556","50.0820384"
"813","1b","1980-06-27",46,"Wiesbaden","Frankfurt","Team time trial","TI–Raleigh–Creda","","","8.2416556","50.0820384","8.6820917","50.1106444"
"814","2","1980-06-28",276,"Frankfurt","Metz","Plain stage","Rudy Pevenage","","BEL","8.6820917","50.1106444","6.1763552","49.1196964"
"815","3","1980-06-29",282,"Metz","Liège","Plain stage","Henk Lubberding","","NED","6.1763552","49.1196964","5.5736112","50.6450944"
"816","4","1980-06-30",35,"Spa","Spa","Individual time trial","Bernard Hinault","","FRA","5.8627569","50.4920654","5.8627569","50.4920654"
"817","5","1980-07-01",249,"Liège","Lille","Plain stage","Bernard Hinault","","FRA","5.5736112","50.6450944","3.0635282","50.6365654"
"818","6","1980-07-02",216,"Lille","Compiègne","Plain stage","Jean-Louis Gauthier","","FRA","3.0635282","50.6365654","2.8263171","49.4179497"
"819","7a","1980-07-03",65,"Compiègne","Beauvais","Team time trial","TI–Raleigh–Creda","","","2.8263171","49.4179497","2.0823355","49.4300997"
"820","7b","1980-07-03",92,"Beauvais","Rouen","Plain stage","Jan Raas","","NED","2.0823355","49.4300997","1.0939658","49.4404591"
"821","8","1980-07-04",164,"Flers","Saint-Malo","Plain stage","Bert Oosterbosch","","NED","2.25255","50.32053","-2.0260409","48.649518"
"822","9","1980-07-06",205,"Saint-Malo","Nantes","Plain stage","Jan Raas","","NED","-2.0260409","48.649518","-1.5541362","47.2186371"
"823","10","1980-07-07",163,"Rochefort","Bordeaux","Plain stage","Cees Priem","","NED","-0.9687519","45.9438412","-0.5800364","44.841225"
"824","11","1980-07-08",52,"Damazan","Laplume","Individual time trial","Joop Zoetemelk","","NED","0.2751527","44.2899682","0.531008","44.1132833"
"825","12","1980-07-09",194,"Agen","Pau","Plain stage","Gerrie Knetemann","","NED","0.6176112","44.2015827","-0.3685668","43.2957547"
"826","13","1980-07-10",200,"Pau","Bagnères-de-Luchon","Stage with mountain(s)","Raymond Martin","","FRA","-0.3685668","43.2957547","0.5912279","42.7910617"
"827","14","1980-07-11",189,"Lézignan-Corbières","Montpellier","Plain stage","Ludo Peeters","","BEL","2.7574981","43.2008841","3.8767337","43.6112422"
"828","15","1980-07-12",160,"Montpellier","Martigues","Plain stage","Bernard Vallet","","FRA","3.8767337","43.6112422","5.0548176","43.4057279"
"829","16","1980-07-13",209,"Trets","Pra-Loup","Stage with mountain(s)","Jos De Schoenmaecker","","BEL","5.6851425","43.4469081","6.6025028","44.3701507"
"830","17","1980-07-14",242,"Serre Chevalier","Morzine","Stage with mountain(s)","Mariano Martínez","","FRA","6.5500282","44.9107381","6.7091057","46.1799561"
"831","18","1980-07-16",199,"Morzine","Prapoutel","Stage with mountain(s)","Ludo Loos","","BEL","6.7091057","46.1799561","5.9954353","45.2567786"
"832","19","1980-07-17",140,"Voreppe","Saint-Étienne","Hilly stage","Sean Kelly","","IRE","5.6361825","45.2928424","4.3873058","45.4401467"
"833","20","1980-07-18",34,"Saint-Étienne","Saint-Étienne","Individual time trial","Joop Zoetemelk","","NED","4.3873058","45.4401467","4.3873058","45.4401467"
"834","21","1980-07-19",208,"Auxerre","Fontenay-sous-Bois","Plain stage","Sean Kelly","","IRE","3.570579","47.7961287","2.4749347","48.8490721"
"835","22","1980-07-20",186,"Fontenay-sous-Bois","Paris","Plain stage","Pol Verschuere","","BEL","2.4749347","48.8490721","2.32004102172008","48.8588897"
"836","P","1979-06-27",5,"Fleurance","Fleurance","Individual time trial","Gerrie Knetemann","","NED","0.6640617","43.849295","0.6640617","43.849295"
"837","1","1979-06-28",225,"Fleurance","Luchon","Stage with mountain(s)","René Bittinger","","FRA","0.6640617","43.849295","0.5912279","42.7910617"
"838","2","1979-06-29",24,"Luchon","Superbagnères","Individual time trial","Bernard Hinault","","FRA","0.5912279","42.7910617","0.5780217","42.768303"
"839","3","1979-06-30",180,"Luchon","Pau","Stage with mountain(s)","Bernard Hinault","","FRA","0.5912279","42.7910617","-0.3685668","43.2957547"
"840","4","1979-07-01",87,"Captieux","Bordeaux","Team time trial","TI–Raleigh–McGregor","","","-0.2614831","44.2920456","-0.5800364","44.841225"
"841","5","1979-07-02",145,"Neuville-de-Poitou","Angers","Plain stage","Jan Raas","","NED","0.2450626","46.6852065","-0.5515588","47.4739884"
"842","6","1979-07-03",239,"Angers","Saint-Brieuc","Plain stage","Jos Jacobs","","BEL","-0.5515588","47.4739884","-2.7603283","48.5141134"
"843","7","1979-07-04",158,"Saint-Hilaire-du-Harcouët","Deauville","Plain stage","Leo van Vliet","","NED","-1.08546177886541","48.5714837","0.0752778","49.36"
"844","8","1979-07-05",90,"Deauville","Le Havre","Team time trial","TI–Raleigh–McGregor","","","0.0752778","49.36","0.1079732","49.4938975"
"845","9","1979-07-06",201,"Amiens","Roubaix","Plain stage","Ludo Delcroix","","BEL","2.2956951","49.8941708","3.1741734","50.6915893"
"846","10","1979-07-07",124,"Roubaix","Brussels","Plain stage","Jo Maas","","NED","3.1741734","50.6915893","4.351697","50.8465573"
"847","11","1979-07-08",33,"Brussels","Brussels","Individual time trial","Bernard Hinault","","FRA","4.351697","50.8465573","4.351697","50.8465573"
"848","12","1979-07-09",193,"Rochefort","Metz","Plain stage","Christian Seznec","","FRA","-0.9687519","45.9438412","6.1763552","49.1196964"
"849","13","1979-07-10",202,"Metz","Ballon d'Alsace","Hilly stage","Pierre-Raymond Villemiane","","FRA","6.1763552","49.1196964","6.8452273","47.8223547"
"850","14","1979-07-11",248,"Belfort","Évian-les-Bains","Plain stage","Marc Demeyer","","BEL","6.8628942","47.6379599","6.5897931","46.400979"
"851","15","1979-07-12",54,"Évian-les-Bains","Morzine Avoriaz","Individual time trial","Bernard Hinault","","FRA","6.5897931","46.400979","6.7702857","46.1925439"
"852","16","1979-07-13",201,"Morzine Avoriaz","Les Menuires","Stage with mountain(s)","Lucien Van Impe","","BEL","6.7702857","46.1925439","6.5388965","45.3242744"
"853","17","1979-07-15",167,"Les Menuires","Alpe d'Huez","Stage with mountain(s)","Joaquim Agostinho","","POR","6.5388965","45.3242744","6.0699443","45.092401"
"854","18","1979-07-16",119,"Alpe d'Huez","Alpe d'Huez","Stage with mountain(s)","Joop Zoetemelk","","NED","6.0699443","45.092401","6.0699443","45.092401"
"855","19","1979-07-17",162,"Alpe d'Huez","Saint-Priest","Plain stage","Dietrich Thurau","","GER","6.0699443","45.092401","4.54685","44.7177"
"856","20","1979-07-18",240,"Saint-Priest","Dijon","Plain stage","Serge Parsani","","ITA","4.54685","44.7177","5.0414701","47.3215806"
"857","21","1979-07-19",49,"Dijon","Dijon","Individual time trial","Bernard Hinault","","FRA","5.0414701","47.3215806","5.0414701","47.3215806"
"858","22","1979-07-20",189,"Dijon","Auxerre","Plain stage","Gerrie Knetemann","","NED","5.0414701","47.3215806","3.570579","47.7961287"
"859","23","1979-07-21",205,"Auxerre","Nogent-sur-Marne","Plain stage","Bernard Hinault","","FRA","3.570579","47.7961287","2.4917292","48.8388009"
"860","24","1979-07-22",180,"Le Perreux-sur-Marne","Paris","Plain stage","Bernard Hinault","","FRA","2.5077111","48.840627","2.32004102172008","48.8588897"
"861","P","1978-06-29",5,"Leiden","Leiden","Individual time trial","Jan Raas","","NED","4.4908843","52.1594747","4.4908843","52.1594747"
"862","1a","1978-06-30",135,"Leiden","Sint Willebrord","Plain stage","Jan Raas","","NED","4.4908843","52.1594747","4.5918729","51.5507046"
"863","1b","1978-06-30",100,"Sint Willebrord","Brussels","Plain stage","Walter Planckaert","","BEL","4.5918729","51.5507046","4.351697","50.8465573"
"864","2","1978-07-01",199,"Brussels","Saint-Amand-les-Eaux","Plain stage","Jacques Esclassan","","FRA","4.351697","50.8465573","3.4281142","50.4491519"
"865","3","1978-07-02",244,"Saint-Amand-les-Eaux","Saint-Germain-en-Laye","Plain stage","Klaus-Peter Thaler","","GER","3.4281142","50.4491519","2.09177425696178","48.93560465"
"866","4","1978-07-03",153,"Évreux","Caen","Team time trial","TI–Raleigh–McGregor","","","1.1510164","49.0268903","-0.3635615","49.1813403"
"867","5","1978-07-04",244,"Caen","Mazé-Montgeoffroy","Plain stage","Freddy Maertens","","BEL","-0.3635615","49.1813403","-0.27591988185190963","47.4688575"
"868","6","1978-07-05",162,"Mazé-Montgeoffroy","Poitiers","Plain stage","Sean Kelly","","IRE","-0.27591988185190963","47.4688575","0.340196","46.5802596"
"869","7","1978-07-06",242,"Poitiers","Bordeaux","Plain stage","Freddy Maertens","","BEL","0.340196","46.5802596","-0.5800364","44.841225"
"870","8","1978-07-07",59,"Saint-Émilion","Sainte-Foy-la-Grande","Individual time trial","Bernard Hinault","","FRA","-0.1560662","44.8931452","0.214969","44.8416496"
"871","9","1978-07-08",233,"Bordeaux","Biarritz","Plain stage","Miguel Maria Lasa","","ESP","-0.5800364","44.841225","-1.5592776","43.4832523"
"872","10","1978-07-10",192,"Biarritz","Pau","Hilly stage","Henk Lubberding","","NED","-1.5592776","43.4832523","-0.3685668","43.2957547"
"873","11","1978-07-11",161,"Pau","Saint-Lary-Soulan Pla d'Adet","Stage with mountain(s)","Mariano Martínez","","FRA","-0.3685668","43.2957547","0.2947084","42.8125539"
"874","12a","1978-07-12",158,"Tarbes","Valence d'Agen","Plain stage","Cancelled","","","0.0781021","43.232858","0.8902778","44.1111111"
"875","12b","1978-07-12",96,"Valence d'Agen","Toulouse","Plain stage","Jacques Esclassan","","FRA","0.8902778","44.1111111","1.4442469","43.6044622"
"876","13","1978-07-13",221,"Figeac","Super Besse","Hilly stage","Paul Wellens","","BEL","2.0324321","44.6092335","2.8561577","45.5114582"
"877","14","1978-07-14",52,"Besse-en-Chandesse","Puy de Dôme","Individual time trial","Joop Zoetemelk","","NED","2.9329614","45.5115738","3.0839934206717934","45.7715343"
"878","15","1978-07-15",196,"Saint-Dier-d'Auvergne","Saint-Étienne","Hilly stage","Bernard Hinault","","FRA","3.4818948","45.6758768","4.3873058","45.4401467"
"879","16","1978-07-16",241,"St-Étienne","Alpe d'Huez","Stage with mountain(s)","Hennie Kuiper","","NED","4.3873058","45.4401467","6.0699443","45.092401"
"880","17","1978-07-18",225,"Grenoble","Morzine","Stage with mountain(s)","Christian Seznec","","FRA","5.7357819","45.1875602","6.7091057","46.1799561"
"881","18","1978-07-19",137,"Morzine","Lausanne","Plain stage","Gerrie Knetemann","","NED","6.7091057","46.1799561","6.6327025","46.5218269"
"882","19","1978-07-20",182,"Lausanne","Belfort","Plain stage","Marc Demeyer","","BEL","6.6327025","46.5218269","6.8628942","47.6379599"
"883","20","1978-07-21",72,"Metz","Nancy","Individual time trial","Bernard Hinault","","FRA","6.1763552","49.1196964","6.1834097","48.6937223"
"884","21","1978-07-22",207,"Epernay","Senlis","Plain stage","Jan Raas","","NED","3.9528655","49.042561","2.1523287","50.5331612"
"885","22","1978-07-23",162,"Saint Germain en Laye","Paris","Plain stage","Gerrie Knetemann","","NED","2.09177425696178","48.93560465","2.32004102172008","48.8588897"
"886","P","1977-06-30",5,"Fleurance","Fleurance","Individual time trial","Dietrich Thurau","","FRG","0.6640617","43.849295","0.6640617","43.849295"
"887","1","1977-07-01",237,"Fleurance","Auch","Plain stage","Pierre-Raymond Villemiane","","FRA","0.6640617","43.849295","0.5850507","43.6463558"
"888","2","1977-07-02",253,"Auch","Pau","Stage with mountain(s)","Dietrich Thurau","","FRG","0.5850507","43.6463558","-0.3685668","43.2957547"
"889","3","1977-07-03",248,"Oloron-Sainte-Marie","Vitoria-Gasteiz","Stage with mountain(s)","José Nazabal","","ESP","-0.6115586","43.1922408","-2.6724025","42.8465088"
"890","4","1977-07-04",256,"Vitoria-Gasteiz","Seignosse le Penon","Stage with mountain(s)","Régis Delépine","","FRA","-2.6724025","42.8465088","-1.4329343","43.6934864"
"891","5a","1977-07-05",139,"Morcenx","Bordeaux","Plain stage","Jacques Esclassan","","FRA","-0.9113736","44.0323042","-0.5800364","44.841225"
"892","5b","1977-07-05",30,"Bordeaux","Bordeaux","Individual time trial","Dietrich Thurau","","FRG","-0.5800364","44.841225","-0.5800364","44.841225"
"893","6","1977-07-07",225,"Bordeaux","Limoges","Plain stage","Jan Raas","","NED","-0.5800364","44.841225","1.2644847","45.8354243"
"894","7a","1977-07-08",140,"Jaunay-Clan","Angers","Plain stage","Patrick Sercu","","BEL","0.362491023175053","46.6945306","-0.5515588","47.4739884"
"895","7b","1977-07-08",4,"Angers","Angers","Team time trial","Fiat France","","","-0.5515588","47.4739884","-0.5515588","47.4739884"
"896","8","1977-07-09",247,"Angers","Lorient","Plain stage","Giacinto Santambrogio","","ITA","-0.5515588","47.4739884","-3.3660907","47.7477336"
"897","9","1977-07-10",187,"Lorient","Rennes","Stage with mountain(s)","Klaus-Peter Thaler","","FRG","-3.3660907","47.7477336","-1.6800198","48.1113387"
"898","10","1977-07-11",174,"Bagnoles-de-l'Orne","Rouen","Plain stage","Fedor den Hertog","","NED","-0.4229186","48.5539388","1.0939658","49.4404591"
"899","11","1977-07-12",242,"Rouen","Roubaix","Plain stage","Jean-Pierre Danguillaume","","FRA","1.0939658","49.4404591","3.1741734","50.6915893"
"900","12","1977-07-13",193,"Roubaix","Charleroi","Stage with mountain(s)","Patrick Sercu","","BEL","3.1741734","50.6915893","4.4436244","50.4120332"
"901","13a","1977-07-14",46,"Freiburg","Freiburg","Plain stage","Patrick Sercu","","BEL","7.8494005","47.9960901","7.8494005","47.9960901"
"902","13b","1977-07-14",160,"Altkirch ","Besançon","Plain stage","Jean-Pierre Danguillaume","","FRA","7.2401542","47.6238204","6.0243622","47.2380222"
"903","14","1977-07-16",230,"Besançon","Thonon-les-Bains","Stage with mountain(s)","Bernard Quilfen","","FRA","6.0243622","47.2380222","6.4779448","46.3731303"
"904","15a","1977-07-17",105,"Thonon-les-Bains","Morzine","Stage with mountain(s)","Paul Wellens","","BEL","6.4779448","46.3731303","6.7091057","46.1799561"
"905","15b","1977-07-17",14,"Morzine","Avoriaz","Individual time trial","Lucien Van Impe","","BEL","6.7091057","46.1799561","6.7702857","46.1925439"
"906","16","1977-07-18",121,"Morzine","Chamonix","Stage with mountain(s)","Dietrich Thurau","","FRG","6.7091057","46.1799561","6.8727506","45.9246705"
"907","17","1977-07-19",185,"Chamonix","Alpe d'Huez","Stage with mountain(s)","Hennie Kuiper","","NED","6.8727506","45.9246705","6.0699443","45.092401"
"908","18","1977-07-20",199,"Rossignol Voiron","Saint-Étienne","Stage with mountain(s)","no winner","","",NA,NA,"4.3873058","45.4401467"
"909","19","1977-07-21",172,"Saint-Trivier-sur-Moignans","Dijon","Plain stage","Gerrie Knetemann","","NED","4.8979906","46.071982","5.0414701","47.3215806"
"910","20","1977-07-22",50,"Dijon","Dijon","Individual time trial","Bernard Thévenet","","FRA","5.0414701","47.3215806","5.0414701","47.3215806"
"911","21","1977-07-23",142,"Montereau-Fault-Yonne","Versailles","Plain stage","Gerrie Knetemann","","NED","2.9557006","48.3849647","2.1266886","48.8035403"
"912","22a","1977-07-24",6,"Paris","Paris","Individual time trial","Dietrich Thurau","","FRG","2.32004102172008","48.8588897","2.32004102172008","48.8588897"
"913","22b","1977-07-24",91,"Paris","Paris","Plain stage","Alain Meslet","","FRA","2.32004102172008","48.8588897","2.32004102172008","48.8588897"
"914","P","1976-06-24",8,"Saint-Jean-de-Monts","Saint-Jean-de-Monts","Individual time trial","Freddy Maertens","","BEL","-2.0588889","46.7936111","-2.0588889","46.7936111"
