"","Stage","Date","Distance","Origin","Destination","Type","Winner","Spe_Winner","Winner_Country","lon_Origin","lat_Origin","lon_Destination","lat_Destination"
"1698","5b","1937-07-04",34,"Lons-le-Saunier","Champagnole","Team time trial","Sylvère Maes","","BEL","5.5589973","46.6727037","5.9083581","46.7456049"
"1699","5c","1937-07-04",93,"Champagnole","Geneva","Plain stage","Leo Amberg","","SUI","5.9083581","46.7456049","6.1466014","46.2017559"
"1700","6","1937-07-06",180,"Geneva","Aix-les-Bains","Stage with mountain(s)","Gustaaf Deloor","","BEL","6.1466014","46.2017559","5.9146362","45.6886292"
"1701","7","1937-07-07",228,"Aix-les-Bains","Grenoble","Stage with mountain(s)","Gino Bartali","","ITA","5.9146362","45.6886292","5.7357819","45.1875602"
"1702","8","1937-07-08",194,"Grenoble","Briançon","Stage with mountain(s)","Otto Weckerling","","GER","5.7357819","45.1875602","6.6436313","44.8984037"
"1703","9","1937-07-09",220,"Briançon","Digne","Stage with mountain(s)","Roger Lapébie","","FRA","6.6436313","44.8984037","6.2351431","44.0918144"
"1704","10","1937-07-11",251,"Digne","Nice","Stage with mountain(s)","Félicien Vervaecke","","BEL","6.2351431","44.0918144","7.2683912","43.7009358"
"1705","11a","1937-07-13",169,"Nice","Toulon","Plain stage","Eloi Meulenberg","","BEL","7.2683912","43.7009358","5.9304919","43.1257311"
"1706","11b","1937-07-13",65,"Toulon","Marseille","Team time trial","Gustaaf Danneels","","BEL","5.9304919","43.1257311","5.3699525","43.2961743"
"1707","12a","1937-07-14",112,"Marseille","Nîmes","Plain stage","Alphonse Antoine","","FRA","5.3699525","43.2961743","4.3600687","43.8374249"
"1708","12b","1937-07-14",51,"Nîmes","Montpellier","Plain stage","René Pedroli","","SUI","4.3600687","43.8374249","3.8767337","43.6112422"
"1709","13a","1937-07-15",103,"Montpellier","Narbonne","Plain stage","Francesco Camusso","","ITA","3.8767337","43.6112422","3.0042121","43.1837661"
"1710","13b","1937-07-15",63,"Narbonne","Perpignan","Plain stage","Eloi Meulenberg","","BEL","3.0042121","43.1837661","2.8953121","42.6985304"
"1711","14a","1937-07-17",99,"Perpignan","Bourg-Madame","Plain stage","Eloi Meulenberg","","BEL","2.8953121","42.6985304","1.9434203","42.4347431"
"1712","14b","1937-07-17",59,"Bourg-Madame","Ax-les-Thermes","Stage with mountain(s)","Mariano Canardo","","ESP","1.9434203","42.4347431","1.8379765","42.7193597"
"1713","14c","1937-07-17",167,"Ax-les-Thermes","Luchon","Stage with mountain(s)","Eloi Meulenberg","","BEL","1.8379765","42.7193597","0.5912279","42.7910617"
"1714","15","1937-07-19",194,"Luchon","Pau","Stage with mountain(s)","Julian Berrendero","","ESP","0.5912279","42.7910617","-0.3685668","43.2957547"
"1715","16","1937-07-21",235,"Pau","Bordeaux","Plain stage","Paul Chocque","","FRA","-0.3685668","43.2957547","-0.5800364","44.841225"
"1716","17a","1937-07-22",123,"Bordeaux","Royan","Plain stage","Erich Bautz","","GER","-0.5800364","44.841225","-1.0287636","45.6245332"
"1717","17b","1937-07-22",37,"Royan","Saintes","Plain stage","Adolph Braeckeveldt Heinz Wengler[n 3]","","c(""BEL"", ""GER"")","-1.0287636","45.6245332","-0.6300671","45.7460663"
"1718","17c","1937-07-22",67,"Saintes","La Rochelle","Plain stage","Roger Lapébie","","FRA","-0.6300671","45.7460663","-1.1520434","46.1591126"
"1719","18a","1937-07-23",82,"La Rochelle","La Roche-sur-Yon","Team time trial","Roger Lapébie","","FRA","-1.1520434","46.1591126","-1.4269698","46.6705431"
"1720","18b","1937-07-23",172,"La Roche-sur-Yon","Rennes","Plain stage","Paul Chocque","","FRA","-1.4269698","46.6705431","-1.6800198","48.1113387"
"1721","19a","1937-07-24",114,"Rennes","Vire","Plain stage","Raymond Passat","","FRA","-1.6800198","48.1113387","-0.887259445831838","48.8517468"
"1722","19b","1937-07-24",59,"Vire","Caen","Individual time trial","Leo Amberg","","SUI","-0.887259445831838","48.8517468","-0.3635615","49.1813403"
"1723","20","1937-07-25",234,"Caen","Paris","Plain stage","Edward Vissers","","BEL","-0.3635615","49.1813403","2.32004102172008","48.8588897"
"1724","1","1936-07-07",258,"Paris","Lille","Plain stage","Paul Egli","","SUI","2.32004102172008","48.8588897","3.0635282","50.6365654"
"1725","2","1936-07-08",192,"Lille","Charleville","Plain stage","Robert Wierinckx","","BEL","3.0635282","50.6365654","3.6664318","48.813549"
"1726","3","1936-07-09",161,"Charleville","Metz","Plain stage","Mathias Clemens","","LUX","3.6664318","48.813549","6.1763552","49.1196964"
"1727","4","1936-07-10",220,"Metz","Belfort","Stage with mountain(s)","Maurice Archambaud","","FRA","6.1763552","49.1196964","6.8628942","47.6379599"
"1728","5","1936-07-11",298,"Belfort","Évian-les-Bains","Plain stage","René Le Grèves","","FRA","6.8628942","47.6379599","6.5897931","46.400979"
"1729","6","1936-07-13",212,"Évian-les-Bains","Aix-les-Bains","Stage with mountain(s)","Éloi Meulenberg","","BEL","6.5897931","46.400979","5.9146362","45.6886292"
"1730","7","1936-07-14",230,"Aix-les-Bains","Grenoble","Stage with mountain(s)","Theo Middelkamp","","NED","5.9146362","45.6886292","5.7357819","45.1875602"
"1731","8","1936-07-15",194,"Grenoble","Briançon","Stage with mountain(s)","Jean-Marie Goasmat","","FRA","5.7357819","45.1875602","6.6436313","44.8984037"
"1732","9","1936-07-16",220,"Briançon","Digne","Stage with mountain(s)","Léon Level","","FRA","6.6436313","44.8984037","6.2351431","44.0918144"
"1733","10","1936-07-18",156,"Digne","Nice","Plain stage","Paul Maye","","FRA","6.2351431","44.0918144","7.2683912","43.7009358"
"1734","11","1936-07-19",126,"Nice","Cannes","Stage with mountain(s)","Federico Ezquerra","","ESP","7.2683912","43.7009358","7.0134418","43.5515198"
"1735","12","1936-07-21",195,"Cannes","Marseille","Plain stage","René Le Grevès","","FRA","7.0134418","43.5515198","5.3699525","43.2961743"
"1736","13a","1936-07-22",112,"Marseille","Nîmes","Plain stage","René Le Grevès","","FRA","5.3699525","43.2961743","4.3600687","43.8374249"
"1737","13b","1936-07-22",52,"Nîmes","Montpellier","Individual time trial","Sylvère Maes","","BEL","4.3600687","43.8374249","3.8767337","43.6112422"
"1738","14a","1936-07-23",103,"Montpellier","Narbonne","Plain stage","René Le Grevès","","FRA","3.8767337","43.6112422","3.0042121","43.1837661"
"1739","14b","1936-07-23",63,"Narbonne","Perpignan","Individual time trial","Sylvère Maes","","BEL","3.0042121","43.1837661","2.8953121","42.6985304"
"1740","15","1936-07-25",325,"Perpignan","Luchon","Stage with mountain(s)","Sauveur Ducazeaux","","FRA","2.8953121","42.6985304","0.5912279","42.7910617"
"1741","16","1936-07-27",194,"Luchon","Pau","Stage with mountain(s)","Sylvère Maes","","BEL","0.5912279","42.7910617","-0.3685668","43.2957547"
"1742","17","1936-07-29",229,"Pau","Bordeaux","Plain stage","René Le Grevès","","FRA","-0.3685668","43.2957547","-0.5800364","44.841225"
"1743","18a","1936-07-30",117,"Bordeaux","Saintes","Plain stage","Éloi Meulenberg","","BEL","-0.5800364","44.841225","-0.6300671","45.7460663"
"1744","18b","1936-07-30",75,"Saintes","La Rochelle","Individual time trial","Sylvère Maes","","BEL","-0.6300671","45.7460663","-1.1520434","46.1591126"
"1745","19a","1936-07-31",81,"La Rochelle","La Roche-sur-Yon","Plain stage","Marcel Kint","","BEL","-1.1520434","46.1591126","-1.4269698","46.6705431"
"1746","19b","1936-07-31",65,"La Roche-sur-Yon","Cholet","Individual time trial","Félicien Vervaecke","","BEL","-1.4269698","46.6705431","-0.8801349","47.0617293"
"1747","19c","1936-07-31",67,"Cholet","Angers","Plain stage","Paul Maye","","FRA","-0.8801349","47.0617293","-0.5515588","47.4739884"
"1748","20a","1936-08-01",204,"Angers","Vire","Plain stage","René Le Grevès","","FRA","-0.5515588","47.4739884","-0.887259445831838","48.8517468"
"1749","20b","1936-08-01",55,"Vire","Caen","Individual time trial","Antonin Magne","","FRA","-0.887259445831838","48.8517468","-0.3635615","49.1813403"
"1750","21","1936-08-02",234,"Caen","Paris","Plain stage","Arsène Mersch","","LUX","-0.3635615","49.1813403","2.32004102172008","48.8588897"
"1751","1","1935-07-04",262,"Paris","Lille","Plain stage","Romain Maes","","BEL","2.32004102172008","48.8588897","3.0635282","50.6365654"
"1752","2","1935-07-05",192,"Lille","Charleville","Plain stage","Charles Pélissier","","FRA","3.0635282","50.6365654","3.6664318","48.813549"
"1753","3","1935-07-06",161,"Charleville","Metz","Plain stage","Rafaele di Paco","","ITA","3.6664318","48.813549","6.1763552","49.1196964"
"1754","4","1935-07-07",220,"Metz","Belfort","Stage with mountain(s)","Jean Aerts","","BEL","6.1763552","49.1196964","6.8628942","47.6379599"
"1755","5a","1935-07-08",262,"Belfort","Geneva, Switzerland","Plain stage","Maurice Archambaud","","FRA","6.8628942","47.6379599","6.1466014","46.2017559"
"1756","5b","1935-07-08",58,"Geneva","Evian","Individual time trial","Rafaele di Paco","","ITA","6.1466014","46.2017559","7.2005023","45.7108265"
"1757","6","1935-07-10",207,"Evian","Aix-les-Bains","Stage with mountain(s)","René Vietto","","FRA","7.2005023","45.7108265","5.9146362","45.6886292"
"1758","7","1935-07-11",229,"Aix-les-Bains","Grenoble","Stage with mountain(s)","Francesco Camusso","","ITA","5.9146362","45.6886292","5.7357819","45.1875602"
"1759","8","1935-07-12",102,"Grenoble","Gap","Stage with mountain(s)","Jean Aerts","","BEL","5.7357819","45.1875602","6.0820639","44.5612032"
"1760","9","1935-07-13",227,"Gap","Digne","Stage with mountain(s)","René Vietto","","FRA","6.0820639","44.5612032","6.2351431","44.0918144"
"1761","10","1935-07-14",156,"Digne","Nice","Plain stage","Jean Aerts","","BEL","6.2351431","44.0918144","7.2683912","43.7009358"
"1762","11","1935-07-16",126,"Nice","Cannes","Stage with mountain(s)","Romain Maes","","BEL","7.2683912","43.7009358","7.0134418","43.5515198"
"1763","12","1935-07-17",195,"Cannes","Marseille","Plain stage","Charles Pélissier","","FRA","7.0134418","43.5515198","5.3699525","43.2961743"
"1764","13a","1935-07-18",112,"Marseille","Nîmes","Plain stage","Vasco Bergamaschi","","ITA","5.3699525","43.2961743","4.3600687","43.8374249"
"1765","13b","1935-07-18",56,"Nîmes","Montpellier","Individual time trial","Georges Speicher","","FRA","4.3600687","43.8374249","3.8767337","43.6112422"
"1766","14a","1935-07-19",103,"Montpellier","Narbonne","Plain stage","René Le Grevès","","FRA","3.8767337","43.6112422","3.0042121","43.1837661"
"1767","14b","1935-07-19",63,"Narbonne","Perpignan","Individual time trial","Maurice Archambaud","","FRA","3.0042121","43.1837661","2.8953121","42.6985304"
"1768","15","1935-07-20",325,"Perpignan","Luchon","Stage with mountain(s)","Sylvère Maes","","BEL","2.8953121","42.6985304","0.5912279","42.7910617"
"1769","16","1935-07-22",194,"Luchon","Pau","Stage with mountain(s)","Ambrogio Morelli","","ITA","0.5912279","42.7910617","-0.3685668","43.2957547"
"1770","17","1935-07-24",224,"Pau","Bordeaux","Plain stage","Julien Moineau","","FRA","-0.3685668","43.2957547","-0.5800364","44.841225"
"1771","18a","1935-07-25",158,"Bordeaux","Rochefort","Plain stage","René Le Grevès","","FRA","-0.5800364","44.841225","-0.9687519","45.9438412"
"1772","18b","1935-07-25",33,"Rochefort","La Rochelle","Individual time trial","André Leducq","","FRA","-0.9687519","45.9438412","-1.1520434","46.1591126"
"1773","19a","1935-07-26",81,"La Rochelle","La Roche sur Yon","Plain stage","René Le Grevès","","FRA","-1.1520434","46.1591126","-1.4269698","46.6705431"
"1774","19b","1935-07-26",95,"La Roche sur Yon","Nantes","Individual time trial","Jean Aerts","","BEL","-1.4269698","46.6705431","-1.5541362","47.2186371"
"1775","20a","1935-07-27",220,"Nantes","Vire","Plain stage","René Le Grevès","","FRA","-1.5541362","47.2186371","-0.887259445831838","48.8517468"
"1776","20b","1935-07-27",55,"Vire","Caen","Individual time trial","Ambrogio Morelli","","ITA","-0.887259445831838","48.8517468","-0.3635615","49.1813403"
"1777","21","1935-07-28",221,"Caen","Paris","Plain stage","Romain Maes","","BEL","-0.3635615","49.1813403","2.32004102172008","48.8588897"
"1778","1","1934-07-03",262,"Paris","Lille","Plain stage","Georges Speicher","","FRA","2.32004102172008","48.8588897","3.0635282","50.6365654"
"1779","2","1934-07-04",192,"Lille","Charleville","Plain stage","René Le Grevès","","FRA","3.0635282","50.6365654","3.6664318","48.813549"
"1780","3","1934-07-05",161,"Charleville","Metz","Plain stage","Roger Lapébie","","FRA","3.6664318","48.813549","6.1763552","49.1196964"
"1781","4","1934-07-06",220,"Metz","Belfort","Stage with mountain(s)","Roger Lapébie","","FRA","6.1763552","49.1196964","6.8628942","47.6379599"
"1782","5","1934-07-07",293,"Belfort","Evian","Plain stage","René Le Grevès  Georges Speicher[n 2]","","c(""FRA"", ""FRA"")","6.8628942","47.6379599","7.2005023","45.7108265"
"1783","6","1934-07-09",207,"Evian","Aix-les-Bains","Stage with mountain(s)","Georges Speicher","","FRA","7.2005023","45.7108265","5.9146362","45.6886292"
"1784","7","1934-07-10",229,"Aix-les-Bains","Grenoble","Stage with mountain(s)","René Vietto","","FRA","5.9146362","45.6886292","5.7357819","45.1875602"
"1785","8","1934-07-11",102,"Grenoble","Gap","Stage with mountain(s)","Giuseppe Martano","","ITA","5.7357819","45.1875602","6.0820639","44.5612032"
"1786","9","1934-07-12",227,"Gap","Digne","Stage with mountain(s)","René Vietto","","FRA","6.0820639","44.5612032","6.2351431","44.0918144"
"1787","10","1934-07-13",156,"Digne","Nice","Plain stage","René Le Grevès","","FRA","6.2351431","44.0918144","7.2683912","43.7009358"
"1788","11","1934-07-15",126,"Nice","Cannes","Stage with mountain(s)","René Vietto","","FRA","7.2683912","43.7009358","7.0134418","43.5515198"
"1789","12","1934-07-16",195,"Cannes","Marseille","Plain stage","Roger Lapébie","","FRA","7.0134418","43.5515198","5.3699525","43.2961743"
"1790","13","1934-07-17",172,"Marseille","Montpellier","Plain stage","Georges Speicher","","FRA","5.3699525","43.2961743","3.8767337","43.6112422"
"1791","14","1934-07-18",177,"Montpellier","Perpignan","Plain stage","Roger Lapébie","","FRA","3.8767337","43.6112422","2.8953121","42.6985304"
"1792","15","1934-07-20",158,"Perpignan","Ax-les-Thermes","Plain stage","Roger Lapébie","","FRA","2.8953121","42.6985304","1.8379765","42.7193597"
"1793","16","1934-07-21",165,"Ax-les-Thermes","Luchon","Stage with mountain(s)","Adriano Vignoli","","ITA","1.8379765","42.7193597","0.5912279","42.7910617"
"1794","17","1934-07-22",91,"Luchon","Tarbes","Stage with mountain(s)","Antonin Magne","","FRA","0.5912279","42.7910617","0.0781021","43.232858"
"1795","18","1934-07-23",172,"Tarbes","Pau","Stage with mountain(s)","René Vietto","","FRA","0.0781021","43.232858","-0.3685668","43.2957547"
"1796","19","1934-07-25",215,"Pau","Bordeaux","Plain stage","Ettore Meini","","ITA","-0.3685668","43.2957547","-0.5800364","44.841225"
"1797","20","1934-07-26",183,"Bordeaux","La Rochelle","Plain stage","Georges Speicher","","FRA","-0.5800364","44.841225","-1.1520434","46.1591126"
"1798","21a","1934-07-27",81,"La Rochelle","La Roche sur Yon","Plain stage","René Le Grevès","","FRA","-1.1520434","46.1591126","-1.4269698","46.6705431"
"1799","21b","1934-07-27",90,"La Roche sur Yon","Nantes","Individual time trial","Antonin Magne","","FRA","-1.4269698","46.6705431","-1.5541362","47.2186371"
"1800","22","1934-07-28",275,"Nantes","Caen","Plain stage","Raymond Louviot","","FRA","-1.5541362","47.2186371","-0.3635615","49.1813403"
"1801","23","1934-07-29",221,"Caen","Paris","Plain stage","Sylvère Maes","","BEL","-0.3635615","49.1813403","2.32004102172008","48.8588897"
"1802","1","1933-06-27",262,"Paris","Lille","Plain stage","Maurice Archambaud","","FRA","2.32004102172008","48.8588897","3.0635282","50.6365654"
"1803","2","1933-06-28",192,"Lille","Charleville","Plain stage","Learco Guerra","","ITA","3.0635282","50.6365654","3.6664318","48.813549"
"1804","3","1933-06-29",166,"Charleville","Metz","Plain stage","Alfons Schepers","","BEL","3.6664318","48.813549","6.1763552","49.1196964"
"1805","4","1933-06-30",220,"Metz","Belfort","Stage with mountain(s)","Jean Aerts","","BEL","6.1763552","49.1196964","6.8628942","47.6379599"
"1806","5","1933-07-01",293,"Belfort","Evian","Stage with mountain(s)","Léon Louyet","","BEL","6.8628942","47.6379599","7.2005023","45.7108265"
"1807","6","1933-07-03",207,"Evian","Aix-les-Bains","Stage with mountain(s)","Learco Guerra","","ITA","7.2005023","45.7108265","5.9146362","45.6886292"
"1808","7","1933-07-04",229,"Aix-les-Bains","Grenoble","Stage with mountain(s)","Learco Guerra","","ITA","5.9146362","45.6886292","5.7357819","45.1875602"
"1809","8","1933-07-05",102,"Grenoble","Gap","Stage with mountain(s)","Georges Speicher","","FRA","5.7357819","45.1875602","6.0820639","44.5612032"
"1810","9","1933-07-06",227,"Gap","Digne","Stage with mountain(s)","Georges Speicher","","FRA","6.0820639","44.5612032","6.2351431","44.0918144"
"1811","10","1933-07-07",156,"Digne","Nice","Plain stage","Fernand Cornez","","FRA","6.2351431","44.0918144","7.2683912","43.7009358"
"1812","11","1933-07-09",128,"Nice","Cannes","Stage with mountain(s)","Maurice Archambaud","","FRA","7.2683912","43.7009358","7.0134418","43.5515198"
"1813","12","1933-07-10",208,"Cannes","Marseille","Plain stage","Georges Speicher","","FRA","7.0134418","43.5515198","5.3699525","43.2961743"
"1814","13","1933-07-11",168,"Marseille","Montpellier","Plain stage","André Leducq","","FRA","5.3699525","43.2961743","3.8767337","43.6112422"
"1815","14","1933-07-12",166,"Montpellier","Perpignan","Plain stage","André Leducq","","FRA","3.8767337","43.6112422","2.8953121","42.6985304"
"1816","15","1933-07-14",158,"Perpignan","Ax-les-Thermes","Stage with mountain(s)","Jean Aerts","","BEL","2.8953121","42.6985304","1.8379765","42.7193597"
"1817","16","1933-07-15",165,"Ax-les-Thermes","Luchon","Stage with mountain(s)","Léon Louyet","","BEL","1.8379765","42.7193597","0.5912279","42.7910617"
"1818","17","1933-07-16",91,"Luchon","Tarbes","Stage with mountain(s)","Jean Aerts","","BEL","0.5912279","42.7910617","0.0781021","43.232858"
"1819","18","1933-07-17",185,"Tarbes","Pau","Stage with mountain(s)","Learco Guerra","","ITA","0.0781021","43.232858","-0.3685668","43.2957547"
"1820","19","1933-07-19",233,"Pau","Bordeaux","Plain stage","Jean Aerts","","BEL","-0.3685668","43.2957547","-0.5800364","44.841225"
"1821","20","1933-07-20",183,"Bordeaux","La Rochelle","Plain stage","Jean Aerts","","BEL","-0.5800364","44.841225","-1.1520434","46.1591126"
"1822","21","1933-07-21",266,"La Rochelle","Rennes","Plain stage","Jean Aerts","","BEL","-1.1520434","46.1591126","-1.6800198","48.1113387"
"1823","22","1933-07-22",169,"Rennes","Caen","Plain stage","René Le Grevès","","FRA","-1.6800198","48.1113387","-0.3635615","49.1813403"
"1824","23","1933-07-23",222,"Caen","Paris","Plain stage","Learco Guerra","","ITA","-0.3635615","49.1813403","2.32004102172008","48.8588897"
"1825","1","1932-07-06",208,"Paris","Caen","Plain stage","Jean Aerts","","BEL","2.32004102172008","48.8588897","-0.3635615","49.1813403"
"1826","2","1932-07-07",300,"Caen","Nantes","Plain stage","Kurt Stöpel","","GER","-0.3635615","49.1813403","-1.5541362","47.2186371"
"1827","3","1932-07-09",387,"Nantes","Bordeaux","Plain stage","André Leducq","","FRA","-1.5541362","47.2186371","-0.5800364","44.841225"
"1828","4","1932-07-11",206,"Bordeaux","Pau","Plain stage","Georges Ronsse","","BEL","-0.5800364","44.841225","-0.3685668","43.2957547"
"1829","5","1932-07-12",229,"Pau","Luchon","Stage with mountain(s)","Antonio Pesenti","","ITA","-0.3685668","43.2957547","0.5912279","42.7910617"
"1830","6","1932-07-14",322,"Luchon","Perpignan","Stage with mountain(s)","Frans Bonduel","","BEL","0.5912279","42.7910617","2.8953121","42.6985304"
"1831","7","1932-07-16",168,"Perpignan","Montpellier","Plain stage","Frans Bonduel","","BEL","2.8953121","42.6985304","3.8767337","43.6112422"
"1832","8","1932-07-17",206,"Montpellier","Marseille","Plain stage","Michele Orecchia","","ITA","3.8767337","43.6112422","5.3699525","43.2961743"
"1833","9","1932-07-18",191,"Marseille","Cannes","Plain stage","Rafaele di Paco","","ITA","5.3699525","43.2961743","7.0134418","43.5515198"
"1834","10","1932-07-19",132,"Cannes","Nice","Stage with mountain(s)","Francesco Camusso","","ITA","7.0134418","43.5515198","7.2683912","43.7009358"
"1835","11","1932-07-21",233,"Nice","Gap","Stage with mountain(s)","André Leducq","","FRA","7.2683912","43.7009358","6.0820639","44.5612032"
"1836","12","1932-07-22",102,"Gap","Grenoble","Stage with mountain(s)","Roger Lapébie","","FRA","6.0820639","44.5612032","5.7357819","45.1875602"
"1837","13","1932-07-23",230,"Grenoble","Aix-les-Bains","Stage with mountain(s)","André Leducq","","FRA","5.7357819","45.1875602","5.9146362","45.6886292"
"1838","14","1932-07-24",204,"Aix-les-Bains","Evian","Stage with mountain(s)","Rafaele di Paco","","ITA","5.9146362","45.6886292","7.2005023","45.7108265"
"1839","15","1932-07-25",291,"Evian","Belfort","Stage with mountain(s)","André Leducq","","FRA","7.2005023","45.7108265","6.8628942","47.6379599"
"1840","16","1932-07-26",145,"Belfort","Strasbourg","Plain stage","Gérard Loncke","","BEL","6.8628942","47.6379599","7.7507127","48.584614"
"1841","17","1932-07-27",165,"Strasbourg","Metz","Plain stage","Rafaele di Paco","","ITA","7.7507127","48.584614","6.1763552","49.1196964"
"1842","18","1932-07-28",159,"Metz","Charleville","Plain stage","Rafaele di Paco","","ITA","6.1763552","49.1196964","3.6664318","48.813549"
"1843","19","1932-07-29",271,"Charleville","Malo-les-Bains","Plain stage","Gaston Rebry","","BEL","3.6664318","48.813549","2.3984694","51.0466792"
"1844","20","1932-07-30",212,"Malo-les-Bains","Amiens","Plain stage","André Leducq","","FRA","2.3984694","51.0466792","2.2956951","49.8941708"
"1845","21","1932-07-31",159,"Amiens","Paris","Plain stage","André Leducq","","FRA","2.2956951","49.8941708","2.32004102172008","48.8588897"
"1846","1","1931-06-30",208,"Paris","Caen","Plain stage","Alfred Haemerlinck","","BEL","2.32004102172008","48.8588897","-0.3635615","49.1813403"
"1847","2","1931-07-01",212,"Caen","Dinan","Plain stage","Max Bulla","","AUT","-0.3635615","49.1813403","-2.047687","48.4539775"
"1848","3","1931-07-02",206,"Dinan","Brest","Plain stage","Fabio Battesini","","ITA","-2.047687","48.4539775","-4.4860088","48.3905283"
"1849","4","1931-07-03",211,"Brest","Vannes","Plain stage","André Godinat","","FRA","-4.4860088","48.3905283","-2.7599079","47.6586772"
"1850","5","1931-07-04",202,"Vannes","Les Sables d'Olonne","Plain stage","Charles Pélissier","","FRA","-2.7599079","47.6586772","-1.79245753441927","46.5002031"
"1851","6","1931-07-05",338,"Les Sables d'Olonne","Bordeaux","Plain stage","Alfred Haemerlinck","","BEL","-1.79245753441927","46.5002031","-0.5800364","44.841225"
"1852","7","1931-07-06",180,"Bordeaux","Bayonne","Plain stage","Gérard Loncke","","BEL","-0.5800364","44.841225","-1.4736657","43.4945144"
"1853","8","1931-07-07",106,"Bayonne","Pau","Plain stage","Charles Pélissier","","FRA","-1.4736657","43.4945144","-0.3685668","43.2957547"
"1854","9","1931-07-08",231,"Pau","Luchon","Stage with mountain(s)","Antonin Magne","","FRA","-0.3685668","43.2957547","0.5912279","42.7910617"
"1855","10","1931-07-10",322,"Luchon","Perpignan","Stage with mountain(s)","Rafaele di Paco","","ITA","0.5912279","42.7910617","2.8953121","42.6985304"
"1856","11","1931-07-12",164,"Perpignan","Montpellier","Plain stage","Rafaele di Paco","","ITA","2.8953121","42.6985304","3.8767337","43.6112422"
"1857","12","1931-07-13",207,"Montpellier","Marseille","Plain stage","Max Bulla","","AUT","3.8767337","43.6112422","5.3699525","43.2961743"
"1858","13","1931-07-14",181,"Marseille","Cannes","Plain stage","Charles Pélissier","","FRA","5.3699525","43.2961743","7.0134418","43.5515198"
"1859","14","1931-07-15",132,"Cannes","Nice","Stage with mountain(s)","Eugenio Gestri","","ITA","7.0134418","43.5515198","7.2683912","43.7009358"
"1860","15","1931-07-17",233,"Nice","Gap","Stage with mountain(s)","Jef Demuysere","","BEL","7.2683912","43.7009358","6.0820639","44.5612032"
"1861","16","1931-07-18",102,"Gap","Grenoble","Stage with mountain(s)","Charles Pélissier","","FRA","6.0820639","44.5612032","5.7357819","45.1875602"
"1862","17","1931-07-19",230,"Grenoble","Aix-les-Bains","Stage with mountain(s)","Max Bulla","","AUT","5.7357819","45.1875602","5.9146362","45.6886292"
"1863","18","1931-07-20",204,"Aix-les-Bains","Evian","Stage with mountain(s)","Jef Demuysere","","BEL","5.9146362","45.6886292","7.2005023","45.7108265"
"1864","19","1931-07-21",282,"Evian","Belfort","Stage with mountain(s)","Rafaele di Paco","","ITA","7.2005023","45.7108265","6.8628942","47.6379599"
"1865","20","1931-07-22",209,"Belfort","Colmar","Stage with mountain(s)","André Leducq","","FRA","6.8628942","47.6379599","7.3579641","48.0777517"
"1866","21","1931-07-23",192,"Colmar","Metz","Plain stage","Rafaele di Paco","","ITA","7.3579641","48.0777517","6.1763552","49.1196964"
"1867","22","1931-07-24",159,"Metz","Charleville","Plain stage","Raffaele di Paco","","ITA","6.1763552","49.1196964","3.6664318","48.813549"
"1868","23","1931-07-25",271,"Charleville","Malo-les-Bains","Plain stage","Gaston Rebry","","BEL","3.6664318","48.813549","2.3984694","51.0466792"
"1869","24","1931-07-26",313,"Malo-les-Bains","Paris","Plain stage","Charles Pélissier","","FRA","2.3984694","51.0466792","2.32004102172008","48.8588897"
"1870","1","1930-07-02",206,"Paris","Caen","Plain stage","Charles Pélissier","","FRA","2.32004102172008","48.8588897","-0.3635615","49.1813403"
"1871","2","1930-07-03",203,"Caen","Dinan","Plain stage","Learco Guerra","","ITA","-0.3635615","49.1813403","-2.047687","48.4539775"
"1872","3","1930-07-04",206,"Dinan","Brest","Plain stage","Charles Pélissier","","FRA","-2.047687","48.4539775","-4.4860088","48.3905283"
"1873","4","1930-07-05",210,"Brest","Vannes","Plain stage","Omer Taverne","","BEL","-4.4860088","48.3905283","-2.7599079","47.6586772"
"1874","5","1930-07-06",202,"Vannes","Les Sables d'Olonne","Plain stage","André Leducq","","FRA","-2.7599079","47.6586772","-1.79245753441927","46.5002031"
"1875","6","1930-07-07",285,"Les Sables d'Olonne","Bordeaux","Plain stage","Jean Aerts","","BEL","-1.79245753441927","46.5002031","-0.5800364","44.841225"
"1876","7","1930-07-08",222,"Bordeaux","Hendaye","Plain stage","Jules Merviel","","FRA","-0.5800364","44.841225","-1.7616499","43.3641518"
"1877","8","1930-07-09",146,"Hendaye","Pau","Plain stage","Alfredo Binda","","ITA","-1.7616499","43.3641518","-0.3685668","43.2957547"
"1878","9","1930-07-10",231,"Pau","Luchon","Stage with mountain(s)","Alfredo Binda","","ITA","-0.3685668","43.2957547","0.5912279","42.7910617"
"1879","10","1930-07-12",322,"Luchon","Perpignan","Stage with mountain(s)","Charles Pélissier","","FRA","0.5912279","42.7910617","2.8953121","42.6985304"
"1880","11","1930-07-14",164,"Perpignan","Montpellier","Plain stage","Charles Pélissier","","FRA","2.8953121","42.6985304","3.8767337","43.6112422"
"1881","12","1930-07-15",209,"Montpellier","Marseille","Plain stage","Antonin Magne","","FRA","3.8767337","43.6112422","5.3699525","43.2961743"
"1882","13","1930-07-16",181,"Marseille","Cannes","Plain stage","Learco Guerra","","ITA","5.3699525","43.2961743","7.0134418","43.5515198"
"1883","14","1930-07-17",132,"Cannes","Nice","Stage with mountain(s)","Louis Peglion","","FRA","7.0134418","43.5515198","7.2683912","43.7009358"
